Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act,turn_index
5430,May I help you?,Teacher,neutral,546,3,1,21,"00:05:18,318","00:05:19,943",q,3
5431,"Oh, no thanks, we're just here to observe.",Monica,neutral,546,4,1,21,"00:05:20,111","00:05:21,862",ans,4
5432,You don't observe a dance class. You,Teacher,neutral,546,5,1,21,"00:05:22,071","00:05:25,907",o,5
5433,What does she mean?,Rachel,neutral,546,6,1,21,"00:05:30,788","00:05:32,039",q,6
5434,I think she means 'You,Phoebe,neutral,546,7,1,21,"00:05:32,248","00:05:34,082",ans,7
5435,"Okay, d'y'see anybody you think could be me?",Monica,anger,546,8,1,21,"00:05:40,089","00:05:42,799",q,8
5436,People! Last time there were some empty yoghurt containers lying around after class. Let's not have that happen again!,Teacher,anger,546,9,1,21,"00:05:42,967","00:05:49,598",ans,9
5437,She could be you.,Rachel,neutral,546,10,1,21,"00:05:50,350","00:05:52,142",s,10
5438,"Let's get started. Five, six, a-five six seven eight...",Teacher,neutral,546,11,1,21,"00:05:56,773","00:06:02,694",oth,11
5487,"Okay, here comes another camera.",Monica,neutral,553,0,6,10,"00:08:20,666","00:08:21,708",s,0
5488,Right. No biggie. Stay loose.,Ross,neutral,553,1,6,10,"00:08:21,959","00:08:25,003",oth,1
5489,Why do they keep doing that?,Ross,neutral,553,2,6,10,"00:08:34,639","00:08:36,723",q,2
5490,"If we wanna get on camera, I think we have to get up on one of those platforms.",Monica,neutral,553,3,6,10,"00:08:36,974","00:08:39,809",o,3
5491,They've been taping those people up there all day.,Monica,neutral,553,4,6,10,"00:08:40,061","00:08:41,770",s,4
5492,Right.,Ross,neutral,553,5,6,10,"00:08:42,021","00:08:43,146",ag,5
5493,"Hey, what'd you guys do to get up on there?",Ross,joy,553,6,6,10,"00:08:48,027","00:08:50,362",q,6
5494,Oh yeah? Well when you learned how to dance did you forget how to put on underpants?,Monica,joy,553,7,6,10,"00:08:50,613","00:08:58,328",ans,7
5495,Yeah!,Ross,joy,553,8,6,10,"00:08:57,286","00:08:58,328",ag,8
5496,Hey! You're a good dancer!,Janine,surprise,553,9,6,10,"0:09:02,625","0:09:05,337",o,9
5497,Really?,Joey,surprise,553,10,6,10,"0:09:05,337","0:09:05,644",q,10
5498,"Yeah, well you'd be better if you just loosened your hips a little.",Janine,neutral,553,11,6,10,"00:09:05,836","00:09:08,004",ans,11
5508,Why aren't you home yet?!,Rachel,anger,554,0,6,13,"00:19:47,561","00:19:50,229",q,0
5509,Is someone there?,Monica,anger,554,1,6,13,"00:19:50,397","00:19:52,315",q,1
5510,"Oh yes, it's me! Sorry!",Rachel,neutral,554,2,6,13,"00:19:53,066","00:19:56,152",ans,2
5511,What are you doing here?,Chandler,neutral,554,3,6,13,"00:19:56,320","00:19:58,279",q,3
5512,"Uh, I'm just, I'm just looking out your window. At-at the view. What are you guys doing?",Rachel,neutral,554,4,6,13,"00:19:59,364","00:20:06,704",ans,4
5513,We got some,Chandler,neutral,554,5,6,13,"00:20:07,748","00:20:11,000",s,5
5514,"Oh, he brought her back to his apartment.",Rachel,neutral,554,6,6,13,"00:20:15,047","00:20:17,840",s,6
5515,Who? Is that your sister?,Monica,surprise,554,7,6,13,"00:20:18,926","00:20:25,973",q,7
5516,"Ugh, she",Rachel,neutral,554,8,6,13,"00:20:26,183","00:20:30,186",ans,8
5517,"God, Ross is on a date with your sister! How weird is that?!",Monica,disgust,554,9,6,13,"00:20:31,104","00:20:34,190",q,9
5518,"Oh my God, look-look he's taking off her clothes!",Rachel,sadness,554,10,6,13,"0:20:34,358","0:20:36,486",s,10
5519,He's taking off her coat!,Chandler,disgust,554,11,6,13,"0:20:36,486","0:20:37,053",s,11
5568,"Something went wrong with Underdog, and they couldn't get his head to inflate.",Monica,neutral,561,0,1,5,"00:17:40,934","00:17:45,271",s,0
5569,"So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is.",Monica,joy,561,1,1,5,"00:17:46,607","00:17:54,447",s,1
5570,"Um, I've got something in my eye, uh, Joey, could we check it in the light, please?",Monica,neutral,561,2,1,5,"00:17:58,786","00:18:02,789",c,2
5571,Oh my god.,Monica,surprise,561,3,1,5,"0:18:06,126","0:18:06,968",oth,3
5572,What?,Joey,surprise,561,4,1,5,"0:18:06,968","0:18:07,599",q,4
5573,Hello! Were we at the same table? It's like... cocktails in Appalachia.,Monica,anger,561,5,1,5,"00:18:07,795","00:18:13,007",g,5
5574,"Come on, they're close.",Joey,neutral,561,6,1,5,"0:18:17,513","0:18:18,605",c,6
5575,Close? She's got her tongue in his ear.,Monica,disgust,561,7,1,5,"0:18:18,605","0:18:21,738",s,7
5576,"Oh, like you've never gotten a little rambunctious with Ross.",Joey,neutral,561,8,1,5,"00:18:22,476","00:18:26,479",s,8
5577,"Joey, this is sick, it's disgusting, it's, it'snot really true, is it?",Monica,disgust,561,9,1,5,"00:18:27,689","00:18:33,903",q,9
5578,"Well, who's to say what's true? I mean...",Joey,neutral,561,10,1,5,"00:18:34,154","00:18:39,951",q,10
5579,"Oh my god, what were you thinking?",Monica,disgust,561,11,1,5,"00:18:36,073","00:18:41,619",q,11
5627,There's twelve bucks I'll never see again!,Ross,disgust,568,0,5,14,"00:09:08,381","00:09:11,466",s,0
5628,"All right honey, we'd better go if we wanna catch that movie.",Rachel,neutral,568,1,5,14,"00:09:12,343","00:09:14,761",s,1
5629,Bye!,Monica,neutral,568,2,5,14,"0:09:15,596","0:09:16,389",g,2
5630,Bye!,All,neutral,568,3,5,14,"0:09:16,389","0:09:17,155",g,3
5631,Bye Chandler! I miss you already.,Phoebe,sadness,568,4,5,14,"00:09:15,596","00:09:20,225",g,4
5632,"Okay, did you see that?! With the inappropriate and the pinching!!",Chandler,disgust,568,5,5,14,"00:09:25,439","00:09:28,316",q,5
5633,"Actually, I did!",Monica,surprise,568,6,5,14,"00:09:28,568","00:09:29,651",ans,6
5634,"Okay, so now do you believe that she's attracted to me?",Chandler,neutral,568,7,5,14,"00:09:29,902","00:09:32,404",q,7
5635,"Ohhh, oh my God! Oh my God! She knows about us!",Monica,surprise,568,8,5,14,"00:09:34,448","00:09:37,450",ans,8
5636,Are you serious?,Chandler,surprise,568,9,5,14,"00:09:37,660","00:09:38,702",q,9
5637,Phoebe knows and she's just trying to freak us out! That's the only explanation for it!,Monica,anger,568,10,5,14,"00:09:38,869","00:09:43,790",s,10
5638,Okay but what about y'know my pinchable butt and my bulging bicepsShe knows!,Chandler,anger,568,11,5,14,"00:09:47,169","00:10:00,015",s,11
5647,"All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area.",Joey,neutral,571,0,3,8,"00:20:26,850","00:20:33,814",s,0
5648,"Can we please focus here, a naked man's life hangs in the balance!",Ross,fear,571,1,3,8,"00:20:35,192","00:20:39,987",s,1
5649,I'm telling you he's dead. What we are about to have here is a dead fat guy on a stick.,Phoebe,anger,571,2,3,8,"00:20:40,239","00:20:45,326",s,2
5650,"All right, ladies and gentlemen, let's poke.",Joey,neutral,571,3,3,8,"00:20:46,245","00:20:49,121",c,3
5651,Steady.,Joey,neutral,571,4,3,8,"0:20:49,456","0:20:49,999",s,4
5652,Steady.,Joey,neutral,571,5,3,8,"0:20:49,999","0:20:52,295",s,5
5653,"Okay, a little higher.",Joey,neutral,571,6,3,8,"00:20:52,417","00:20:54,335",s,6
5654,Careful of the angle.,Joey,neutral,571,7,3,8,"00:20:54,628","00:20:56,212",s,7
5655,"Okay, okay, we're approaching the window Thread the needle.",Joey,neutral,571,8,3,8,"00:20:56,380","00:21:05,513",s,8
5656,Thread the needle.,Joey,neutral,571,9,3,8,"00:21:03,011","00:21:05,513",c,9
5657,He's alive! He's a-live!!!,Phoebe,joy,571,10,3,8,"00:21:11,186","00:21:13,896",s,10
5658,"And yet, we're still poking him.",Monica,disgust,571,11,3,8,"00:21:15,983","00:21:18,401",s,11
5663,"Well they have uh, some unusual pet names for each other.",Rachel,sadness,572,0,8,23,"00:09:13,249","00:09:16,961",s,0
5664,"Including umm, evil bitch and uh, sick bastard.",Rachel,disgust,572,1,8,23,"00:09:17,128","00:09:22,425",s,1
5665,Oh God oh!,Rachel,surprise,572,2,8,23,"0:09:23,884","0:09:28,056",oth,2
5666,Contraction!,Rachel,surprise,572,3,8,23,"0:09:28,056","0:09:28,515",s,3
5669,Are you looking at her?!,Evil Bitch,anger,572,6,8,23,"0:09:28,723","0:09:29,905",q,4
5670,No!,Sick Bastard,anger,572,7,8,23,"0:09:29,905","0:09:30,772",ans,5
5671,Don't you look at her you sick bastard!,Evil Bitch,anger,572,8,8,23,"0:09:30,933","0:09:32,644",c,6
5672,Honey I swear! I wasn't looking at her!,Sick Bastard,fear,572,9,8,23,"0:09:32,644","0:09:36,213",dag,7
5673,She's in labor! You like that you sick son of a bitch!,Evil Bitch,anger,572,10,8,23,"00:09:36,397","00:09:40,067",s,8
5674,"Umm. Umm, I'm-I'm just gonna",Ross,neutral,572,11,8,23,"00:09:44,405","00:09:45,614",s,9
5675,See? See? It was because you were looking fat pervert!,Evil Bitch,anger,572,12,8,23,"00:09:45,781","00:09:48,993",o,10
5676,"No-no, I'mI'm sure no one was looking. Just want some privacy.",Ross,neutral,572,13,8,23,"00:09:49,785","00:09:53,831",dag,11
5823,"I like this one. It seems to say, ""I love you and that's why I have to kill you.""",Ross,joy,590,0,7,5,"00:07:50,428","00:07:55,515",s,0
5824,"They can't all be bad. Find the one where you make your bedroom eyes. Ohh, there it is.",Monica,joy,590,1,7,5,"00:07:58,019","00:08:04,357",o,1
5825,Oh my God! Those are my bedroom eyes?! Why did you ever sleep with me?,Chandler,surprise,590,2,7,5,"00:08:04,525","00:08:10,906",q,2
5826,Do you really want to pull at that thread?,Monica,surprise,590,3,7,5,"00:08:12,033","00:08:14,659",q,3
5827,I'm having a really good time!,Phoebe,joy,590,4,7,5,"00:08:19,290","00:08:21,374",s,4
5828,Me too! I'm sorry that guy in the subway licked your neck.,Kyle,sadness,590,5,7,5,"00:08:21,542","00:08:28,173",ap,5
5829,"Ohh. No that's okay, he's a friend.",Phoebe,neutral,590,6,7,5,"00:08:25,838","00:08:28,173",a,6
5830,"Hey uh, I don't mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go?",Kyle,fear,590,7,7,5,"00:08:28,633","00:08:33,803",s,7
5831,"Yeah, I Well y'know I-I mean I missed the-the semi-finals, so I'd just be lost.",Phoebe,sadness,590,8,7,5,"00:08:34,305","00:08:40,143",ag,8
5832,"I know it's really lame, but I got these tickets from my boss andOh no! No! No! My God!",Kyle,surprise,590,9,7,5,"00:08:40,311","00:08:44,356",a,9
5833,"Okay, don't freak out. I'll go.",Phoebe,neutral,590,10,7,5,"00:08:47,401","00:08:50,028",c,10
5834,"No it's Uh, my ex-wife Whitney is out there. I cannot deal with her right now. That woman is crazy!",Kyle,anger,590,11,7,5,"00:08:50,196","00:08:56,743",s,11
5845,"Okay, look, I-I know what you guys are going to say",Ross,neutral,592,0,5,12,"00:11:10,503","00:11:13,004",s,0
5846,You two will have very hairy children.,Phoebe,disgust,592,1,5,12,"00:11:13,214","00:11:15,840",s,1
5847,"Okay, I didn't know you would say that.",Ross,surprise,592,2,5,12,"00:11:17,593","00:11:19,427",dag,2
5848,Ross! Janice?!,Rachel,anger,592,3,5,12,"00:11:20,513","00:11:22,472",g,3
5849,"All right, hold on!",Joey,neutral,592,4,5,12,"0:11:22,682","0:11:23,308",ag,4
5850,Hold on.,Joey,neutral,592,5,5,12,"0:11:23,308","0:11:23,809",c,5
5851,Hold on.,Joey,neutral,592,6,5,12,"0:11:23,809","0:11:24,715",c,6
5852,"This is Ross, okay?",Joey,neutral,592,7,5,12,"00:11:24,850","00:11:26,643",g,7
5853,He's our friend.,Joey,neutral,592,8,5,12,"0:11:26,852","0:11:27,564",s,8
5854,He obviously went crazy.,Joey,anger,592,9,5,12,"0:11:27,564","0:11:30,074",s,9
5855,He obviously lost his mind.,Joey,anger,592,10,5,12,"00:11:30,231","00:11:32,232",s,10
5857,So are you actually gonna see her again?,Phoebe,neutral,592,11,5,12,"00:11:41,325","00:11:43,243",q,11
5890,Of course! Only an idiot would wear this stuff if you didn't have the car! Right?,Joey,anger,596,0,6,5,"00:13:35,314","00:13:38,858",ans,0
5891,That is true.,Chandler,neutral,596,1,6,5,"00:13:41,862","00:13:44,072",ag,1
5892,"Yeah, but only a genius would swallow a sonic blaster gun.",Phoebe,neutral,596,2,6,5,"00:13:45,032","00:13:48,243",ag,2
5893,"Oh, I've been there. Yeah, I am gonna go drive my Porsche.",Joey,neutral,596,3,6,5,"00:13:48,410","00:13:55,750",s,3
5894,"Joey, you know you don't actually have one.",Monica,neutral,596,4,6,5,"00:13:56,168","00:13:58,461",s,4
5895,Come on! What are you doing?! I'm in character! Would you talk to her!,Joey,sadness,596,5,6,5,"00:13:58,629","00:14:02,799",q,5
5896,"Ahh, I think it just moved. It's really poking me.",Chandler,anger,596,6,6,5,"00:14:04,385","00:14:06,594",o,6
5897,"All right, that's it, we're going to the emergency room.",Monica,neutral,596,7,6,5,"00:14:06,762","00:14:08,805",s,7
5898,"What?! No, you can't, you can't leave me here with them! We're baby-sitting!",Phoebe,anger,596,8,6,5,"00:14:08,973","00:14:12,642",dag,8
5899,"The babies are asleep, I'm sure you'll be okay on your own for a while!",Monica,neutral,596,9,6,5,"00:14:12,810","00:14:15,562",s,9
5900,But you-you can't leave me with them! We-we're a team! We're playing a zone! They're gonna triple team me!,Phoebe,anger,596,10,6,5,"00:14:15,729","00:14:20,733",dag,10
5901,"He's got something plastic lodged in his throat, we've got to go to the hospital.",Monica,fear,596,11,6,5,"00:14:22,111","00:14:25,446",s,11
5976,"Yeah, sure. Good luck!",Pete,joy,604,0,3,21,"00:07:04,882","00:07:10,637",g,0
5977,I'm quitting!! Woo-hoo! I'm okay!! I'm all right!!,Monica,joy,604,1,3,21,"00:07:07,844","00:07:16,476",s,1
5978,"Wow! That's exciting, you went to Japan, made up a woman.",Phoebe,surprise,604,2,3,21,"00:07:19,897","00:07:23,567",s,2
5979,What?,Pete,neutral,604,3,3,21,"00:07:24,193","00:07:25,527",q,3
5980,"I'm just saying, this woman, I mean she's fictitious. No?",Phoebe,surprise,604,4,3,21,"00:07:25,736","00:07:29,531",ans,4
5981,Why would you say that?,Pete,neutral,604,5,3,21,"0:07:30,491","0:07:31,583",q,5
5982,Cause you're still into Monica.,Phoebe,neutral,604,6,3,21,"0:07:31,583","0:07:32,753",ans,6
5983,"So you told her there was somebody else so she would agree to work with you, so cause you figure oh if you spent a lot of time together, maybe something might happen, and...",Phoebe,neutral,604,7,3,21,"00:07:32,910","00:07:39,374",s,7
5984,You're good. You're good!,Pete,joy,604,8,3,21,"00:07:40,877","00:07:42,878",a,8
5985,"Yeah, no, I'm fairly intuitive and psychic. It's a substantial gift.",Phoebe,neutral,604,9,3,21,"00:07:43,629","00:07:49,174",ag,9
5986,"Listen, can you promise me that you won't tell her though?",Pete,fear,604,10,3,21,"00:07:50,553","00:07:53,054",q,10
5987,"Absolutely, oh I promise. Tell her what?",Phoebe,neutral,604,11,3,21,"00:07:53,222","00:07:56,975",ans,11
6000,Do I know you?,Monica,surprise,606,0,2,5,"00:18:22,392","00:18:24,769",q,0
6001,"Oh my god, little Stevie Fisher? How've you been?",Monica,surprise,606,1,2,5,"00:18:25,687","00:18:29,649",q,1
6002,"Good, good, I'm a lawyer now.",Steve,neutral,606,2,2,5,"00:18:29,900","00:18:31,567",ans,2
6003,You can't be a lawyer. You're eight.,Monica,surprise,606,3,2,5,"00:18:32,152","00:18:34,070",dag,3
6004,"Listen, it was nice to see you. I gotta run backstage.",Steve,joy,606,4,2,5,"00:18:34,988","00:18:37,406",s,4
6005,"Uh, wait, backstage?",Monica,surprise,606,5,2,5,"00:18:37,616","00:18:38,741",q,5
6006,"Oh, yeah, my firm represents the band.",Steve,neutral,606,6,2,5,"00:18:38,951","00:18:40,576",ans,6
6007,Ross.,Ross,neutral,606,7,2,5,"0:18:40,828","0:18:41,380",g,7
6008,Chandler.,Chandler,neutral,606,8,2,5,"0:18:41,380","0:18:42,344",g,8
6010,"Look, you guys wanna meet the group?",Steve,neutral,606,9,2,5,"00:18:43,872","00:18:46,791",q,9
6011,Come on.,Steve,neutral,606,10,2,5,"00:18:46,959","00:18:48,000",c,10
6012,"So, are you one of the ones who fooled around with my dad?",Steve,surprise,606,11,2,5,"00:18:48,252","00:18:51,504",q,11
6013,Do you have any respect for your body?,Joey,disgust,607,0,1,3,"00:16:50,801","00:16:52,343",q,0
6014,Don't you realise what you're-you're doing to yourself?,Ross,disgust,607,1,1,3,"00:16:52,553","00:16:54,637",q,1
6015,"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease.",Chandler,anger,607,2,1,3,"00:16:54,847","00:16:59,100",s,2
6016,"The bottom line is, smoking is cool, and you know it.",Chandler,neutral,607,3,1,3,"00:16:59,309","00:17:02,937",s,3
6017,"Chandler? It's Alan, he wants to speak to you.",Rachel,neutral,607,4,1,3,"00:17:07,026","00:17:08,776",s,4
6018,Really?,Chandler,surprise,607,5,1,3,"0:17:08,986","0:17:09,529",q,5
6019,He does?,Chandler,surprise,607,6,1,3,"0:17:09,529","0:17:10,875",q,6
6020,"Hey, buddy, what's up!",Chandler,joy,607,7,1,3,"00:17:12,239","00:17:14,407",g,7
6021,"Oh, she told you about that, huh.",Chandler,surprise,607,8,1,3,"00:17:16,035","00:17:18,369",s,8
6022,"Well, yeah, I have one now and then.",Chandler,neutral,607,9,1,3,"0:17:19,163","0:17:20,675",ag,9
6023,"Well, yeah, now.",Chandler,neutral,607,10,1,3,"0:17:20,675","0:17:23,217",ag,10
6024,"Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before.",Chandler,neutral,607,11,1,3,"00:17:24,084","00:17:36,179",s,11
6069,"Okay, Monica: Right foot red.",Ross,neutral,611,0,1,4,"00:21:28,203","00:21:30,746",oth,0
6070,Could've played,Monica,neutral,611,1,1,4,"00:21:30,956","00:21:34,375",s,1
6071,Thanks.,Chandler,neutral,611,2,1,4,"00:21:40,674","00:21:42,216",a,2
6072,"Okay, Pheebs: Right hand blue. Good.",Ross,neutral,611,3,1,4,"00:21:48,056","00:21:51,142",oth,3
6073,"Hello? Oh, uh, Rachel, it's the",Chandler,neutral,611,4,1,4,"00:22:00,986","00:22:06,907",g,4
6074,"Oh, okay. Will you take my place?",Rachel,neutral,611,5,1,4,"00:22:03,030","00:22:06,907",q,5
6075,"Alright. Yes, this is Rachel.",Chandler,neutral,611,6,1,4,"00:22:07,075","00:22:08,993",ans,6
6076,Nooo!,Rachel,surprise,611,7,1,4,"00:22:09,202","00:22:10,661",dag,7
6077,Hello?,Rachel,neutral,611,8,1,4,"00:22:12,914","00:22:13,956",q,8
6078,"Oh, yeah, no, I know, I-I haven't been using it much.",Rachel,neutral,611,9,1,4,"00:22:14,166","00:22:18,044",s,9
6079,"Oh, well, thanks, but, I'm okay, really.",Rachel,joy,611,10,1,4,"00:22:18,211","00:22:21,756",s,10
6080,Green. To the green.,Ross,neutral,611,11,1,4,"00:22:21,923","00:22:23,299",oth,11
6106,"So, we're decided, no on plaid, yes on pink?",Kim,neutral,614,0,5,18,"00:14:31,704","00:14:34,414",q,0
6107,Absolutely!,Nancy,joy,614,1,5,18,"00:14:34,582","00:14:36,082",ans,1
6108,I am so on board!,Rachel,joy,614,2,5,18,"00:14:36,250","00:14:38,793",s,2
6109,Rachel didn't you just light that?,Kim,neutral,614,3,5,18,"00:14:41,130","00:14:43,131",q,3
6110,"Yeah, I did, but y'know what? I am really, really trying to cut back, y'know? Good luck, Rach.",Rachel,neutral,614,4,5,18,"00:14:43,299","00:14:50,197",ans,4
6111,I've actually been thinking about quitting lately.,Nancy,neutral,614,5,5,18,"00:14:52,349","00:14:54,183",s,5
6112,"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday morning it's like",Kim,disgust,614,6,5,18,"00:14:57,021","00:14:59,022",ag,6
6113,Tell me about it!,Nancy,neutral,614,7,5,18,"00:14:59,356","00:15:00,523",c,7
6114,Well then let's just quit! We'll just quit! Let's all quit!,Rachel,joy,614,8,5,18,"00:15:00,691","00:15:03,359",oth,8
6115,It does sound appealing.,Kim,neutral,614,9,5,18,"00:15:03,819","00:15:04,944",s,9
6116,"Oh, I never could do it.",Nancy,joy,614,10,5,18,"0:15:05,112","0:15:06,572",dag,10
