Dialogue_ID,Utterance_ID,Utterance,Emotion
4576,3,I saw Forrest Gump the other day.,neutral
4576,4,What type of movie is that?,neutral
4576,5,The movie type is drama.,neutral
4576,6,I can't believe you are watching movies. The weather is great. You should be outside.,neutral
4576,7,I hate the hot weather. I'd rather stay indoors with the air conditioner.,neutral
4576,8,What else do you like to do besides watching movies?,neutral
4576,9,"I like to play computer games, read books, go shopping, and play pool.",neutral
4576,10,Out of those what is your favorite?,neutral
4576,11,My favorite is to play computer games.,neutral
4576,12,What is your favorite computer game?,neutral
4576,13,"My favorite is Diablo. It used to be Star Craft, but it is getting a little old.",neutral
4576,14,"If you like to play so much, when do you ever exercise?",neutral
4576,15,"Although I hate to exercise, I go jogging at least twice a week.",neutral
4576,16,"That's pretty good. By the way, what are you doing next Saturday?",joy
4576,17,I am going to go to the bookstore.,neutral
4576,18,"I am having a party Saturday night at my house. If you have time, you should come.",joy
4576,19,That sounds like fun.,joy
4576,20,Great. I'll see you on Saturday.,joy
4576,21,Ok. See you later.,joy
4589,0,Do you want to go out for dinner tonight?,joy
4589,1,Sure. Have you got anywhere in mind?,joy
4589,2,"I'm starving, so maybe we could go somewhere with large portions.",joy
4589,3,That Italian restaurant in the city centre always has large portions. Do you want to go there?,joy
4589,4,"I'm not really in the mood for Italian, actually. I was thinking of something a bit spicy.",joy
4589,5,"If you want spicy food, then I'd recommend going to a Thai, Indian or Chinese restaurant. How about that Chinese buffet on Cowley Road?",joy
4589,6,"I really like that restaurant ; you get a lot for your money there. But, they've westernized their food, so it's not actually that spicy.",joy
4589,7,You're right. Most of their dishes have sweet sauces. We could try that Indian restaurant just down the road from us.,joy
4589,8,"The Taj? They're a bit expensive, but they do serve large portions of very hot food.",joy
4589,9,The Taj it is then.,joy
4589,10,Shall we bring our own bottle of wine to save some money?,joy
4589,11,They'll still charge us a corkage fee.,joy
4589,12,That's right. It'll probably work out to be about the same then anyway.,joy
4589,13,Don't worry about money. I'll treat you tonight.,joy
4589,14,Are you sure? We could go Dutch.,surprise
4589,15,"No, I'll pay. It's my turn anyway. You paid last time.",joy
4589,16,I won't argue with that! Let's go!,joy
4602,0,Is there a city where it's always warm?,neutral
4602,1,"Yes, there are many cities where it's almost always warm.San Diego, for example.",neutral
4602,2,Are there any other cities where it's always hot?,neutral
4602,3,Many.Most of the cities in the southern part of the United States are hot all year.,neutral
4602,4,But why do so many people live there?,neutral
4602,5,"Most people grow accustomed to the climate, but there are many others who complain about it all the time.",neutral
4602,6,Are there any cities where it rains a lot?,neutral
4602,7,"Several.Two good examples are Seattle, in the state of Washington, and Portland, Oregon.",neutral
4602,8,Tell us about some cold cities.,neutral
4602,9,In the north there are many cities which are very cold in the winter.Boston and Chicago are two of them.,neutral
4602,10,Is it always cold in Chicago and Boston?,neutral
4602,11,"Oh, no.On the contrary, there are many beautiful days, especially in the spring and fall.",neutral
4610,0,"Hello everyone, and welcome to our CPR for beginners course.First of all, does anyone know what CPR stands for?",neutral
4610,1,Cardiopulmonary resuscitation!,neutral
4610,2,That ’ s right! We apply CPR in the case of cardiac arrest or pulmonary arrest.,neutral
4610,3,What does that mean?,neutral
4610,4,"Well, basically if your heart stops pumping blood, or your lungs stop pumping air, then we need to get them going again! That ’ s when we have to apply this procedure. Let ’ s begin! I need a volunteer.",neutral
4610,5,Me! Me!,neutral
4610,6,"Alright, come here and lay flat on your back. Let ’ s suppose this young woman has stopped breathing. We must lift the person ’ s chin so that we clear a pathway for air to get into the lungs. Then we place our mouth over the other person ’ s mouth and blow air two or three times, like this.",neutral
4610,7,"Wait, what are you doing? I ’ m a married woman! You can ’ t just try to kiss me like this!",fear
4610,8,Madam I ’ m not trying to kiss you! I am trying to demonstrate how to apply CPR in the case of an emergency.,neutral
4610,9,"Well, OK. But no French kissing!",neutral
4610,10,"As I was saying, we blow air through the mouth in this manner. Once this is done, we must try to get the heart going again. To do this, we place our hands over the person ’ s chest, and press down firmly two or three times.",neutral
4610,11,"Wait, what are you doing! You can ’ t just kiss me then go for second base!",anger
4616,0,Valerie! Hi! Wow how have you been? It ’ s been such a long time!,joy
4616,1,"Darlene! Indeed, it ’ s been a while! How have you been? Wow, you look amazing! I love what you ’ Ve done with your hair!",joy
4616,2,"Really? Thanks! I went to that hair salon that you told me about, but enough about me! Look at you! You haven ’ t aged a day since the last time I saw you! What is your secret!",joy
4616,3,"Ha ha, come on! Well, I ’ Ve been watching what I eat, and working out three times a week. By the way, I heard your son recently graduated!",joy
4616,4,"Yes, my little Paul is finally a doctor. They grow up so fast you know.",joy
4616,5,He is such a handsome guy. He gets his looks from his mother of course!,joy
4616,6,"Thank you! What about your daughter, Pamela? I heard she has passed the bar exam and married recently.",joy
4616,7,Oh yes. She had a beautiful wedding in Cozumel Mexico and we all attended.,joy
4616,8,Such a lovely girl. I hope my Paul is lucky enough to find a girl like that someday!,joy
4616,9,"But of course! Well, it ’ s been great talking to you, but I have to get going.",joy
4616,10,"Same here! We will catch up soon, maybe over coffee!",joy
4616,11,That would be great! Give me a call!,joy
4616,12,See you soon! Bye! Egg... I can ’ t stand that woman or her obnoxious daughter.,joy
4625,0,"Is anything the matter, sir?",neutral
4625,1,"Yes, it's my steak.",disgust
4625,2,"What's wrong with it, sir?",neutral
4625,3,"It's too raw. I wanted mine well done, but this one here is almost medium.",disgust
4625,4,"I am sorry you didn't enjoy it, sir. I will return it to the kitchen and bring you one that is well cooked. How is your steak this time, sir?",neutral
4625,5,"Very good. It's done just right this time, thank you.",joy
4625,6,I am glad you enjoy it. I will tell this to the chef. Would you like some more beer?,joy
4625,7,"Yes, please give me another Calsberg.",joy
4625,8,Can I bring you some dessert?,joy
4625,9,"No, thank you. I've had enough.",joy
4625,10,How about some coffee or tea then?,joy
4625,11,"Yes, I will have a cup of coffee.",joy
4639,0,When is your birthday?,neutral
4639,1,August 1st.,neutral
4639,2,Do you usually have a birthday party?,neutral
4639,3,"Yes, we do.My parents prepare dinner for me.",neutral
4639,4,What would you do at the party?,neutral
4639,5,"We sing "" Happy Birthday "" at the party and have birthday cakes.",neutral
4639,6,"Do you know when people began to sing the song "" Happy Birthday ""?",neutral
4639,7,"Well, I don't know.",neutral
4639,8,"Let me tell you the story.In 1892, Patty Smith Hill and Mildred Hill wrote a song called'Good Morning to you'. But later someone added the words'Happy Birthday'to their tune.",neutral
4639,9,So the'Happy Birthday'song has been popular since then?,neutral
4639,10,"Yes, actually, the song has been sung since its publication in 1932.People all over the world have sung it in many different languages.",neutral
4643,0,You got a letter in the mail.,neutral
4643,1,Give it to me.,neutral
4643,2,What is it?,neutral
4643,3,It ’ s my acceptance letter from UCLA.,neutral
4643,4,What does it say?,neutral
4643,5,I ’ Ve been accepted!,neutral
4643,6,Are you serious?,neutral
4643,7,I ’ m serious.,neutral
4643,8,Good for you!,joy
4643,9,"NYU was my first choice, but UCLA is just fine.",neutral
4643,10,I ’ m so proud of you.,joy
4643,11,"Thanks. I ’ m proud of myself, too.",joy
4658,0,"hello, Jason, there is going to be a screening of Final Destination 3 at our campus cinema tomorrow. I plan to go to see it.",neutral
4658,1,is it a horror movie?,neutral
4658,2,"yeah, I love horror movies. Would you like to go with me tomorrow?",neutral
4658,3,no way. I will be scared out of my wits.,neutral
4658,4,"that's funny, I didn't know a big fellow like you could be so soft and timid on the inside.",neutral
4658,5,"Hey, how could you like to taste my fist?",neutral
4658,6,"alright, all joking aside, what kinds of moves do you like?",neutral
4658,7,"Um, let me see, romance, comedy. documentary, action, science fiction, animated and so on.",neutral
4658,8,"that is to say, you like all genres except for horror movies.",neutral
4658,9,yeah. It seems like we don't speak the same language as far as movies are concerned.,neutral
4658,10,not quite. I also greatly enjoy romance and comedy.,neutral
4658,11,the Notebook is this type of movie.,neutral
